id,title,description,availability,link,image link,price,identifier exists,gtin,mpn,brand,condition,adult,color,size,gender,age group
PROD_0020,"Google Laptop V1X Laptop - 15.0 inch - Space Grey","Powerful and sleek, the Google V1X Laptop features a stunning 15.0 inch display and robust performance for all your computing needs. The elegant Space Grey finish makes it as stylish as it is functional.",in_stock,http://www.example.com/google/laptop/PROD_0020,http://www.example.com/images/google/laptop/PROD_0020.jpg,1537.45 USD,yes,700141695535,LT-GOO-E3C67C6A,Google,new,no,Space Grey,One Size,unisex,
PROD_0021,"HP Wireless Headphones - Silver - Noise Cancelling","Immerse yourself in rich, dynamic sound with HP Wireless Headphones. Featuring active noise cancellation and a comfortable Silver design, these headphones are perfect for travel, work, or leisure. Enjoy hours of listening on a single charge.",in_stock,http://www.example.com/hp/wireless_headphones/PROD_0021,http://www.example.com/images/hp/wireless_headphones/PROD_0021.jpg,290.72 USD,yes,900593025251,HP-HP--3E8434D5,HP,new,no,Silver,One Size,unisex,
PROD_0022,"Logitech Logo Coffee Mug - Orange","Enjoy your favorite beverage in this high-quality Logitech Logo Coffee Mug. Made from durable ceramic and featuring a vibrant Orange finish, it's perfect for home or office. Dishwasher and microwave safe.",in_stock,http://www.example.com/logitech/coffee_mug/PROD_0022,http://www.example.com/images/logitech/coffee_mug/PROD_0022.jpg,15.75 USD,yes,,CM-LOG-F91F2681,Logitech,new,no,Orange,One Size,unisex,
PROD_0023,"Sony Smartwatch Series V3X - Gold Band","Stay connected and track your fitness with the Sony Smartwatch Series V3X. Featuring health monitoring, notifications, and a stylish Gold band, it's the ultimate companion for a modern lifestyle.",in_stock,http://www.example.com/sony/smartwatch/PROD_0023,http://www.example.com/images/sony/smartwatch/PROD_0023.jpg,450.48 USD,yes,983416790933,SW-SON-70D980C6,Sony,new,no,Gold,One Size,unisex,adult
PROD_0024,"Apple Gaming Mouse - Red - High Precision","Gain the edge in your games with the Apple Gaming Mouse. Featuring high-precision tracking, customizable buttons, and vibrant Red RGB lighting, it's designed for serious gamers.",in_stock,http://www.example.com/apple/gaming_mouse/PROD_0024,http://www.example.com/images/apple/gaming_mouse/PROD_0024.jpg,55.98 USD,yes,,GM-APP-4D8785E1,Apple,new,no,Red,One Size,unisex,adult
PROD_0025,"Amazon Fitness Tracker V3X - Green Band","Achieve your fitness goals with the Amazon Fitness Tracker V3X. Monitor your heart rate, steps, sleep, and more with this sleek Green device. Stay motivated and track your progress effortlessly.",in_stock,http://www.example.com/amazon/fitness_tracker/PROD_0025,http://www.example.com/images/amazon/fitness_tracker/PROD_0025.jpg,146.52 USD,yes,007353912648,FT-AMA-812C41D8,Amazon,new,no,Green,One Size,female,adult
PROD_0026,"Samsung Everyday Backpack - Grey - Large","The Samsung Everyday Backpack offers ample storage and durable construction. Perfect for school, work, or travel, this Grey backpack features multiple compartments to keep your essentials organized. Comfortable straps ensure all-day wear.",in_stock,http://www.example.com/samsung/backpack/PROD_0026,http://www.example.com/images/samsung/backpack/PROD_0026.jpg,112.59 USD,yes,440336215357,BP-SAM-7A23E09D,Samsung,new,no,Grey,Large,unisex,adult
PROD_0027,"IKEA Smart Speaker V3X with Voice Assistant","Experience crystal-clear sound and intelligent assistance with the IKEA Smart Speaker V3X. Control your music, get answers, and manage your smart home with just your voice. A perfect blend of style and technology.",in_stock,http://www.example.com/ikea/smart_speaker/PROD_0027,http://www.example.com/images/ikea/smart_speaker/PROD_0027.jpg,105.78 USD,yes,378733230628,SS-IKE-19363065,IKEA,new,no,Grey,One Size,unisex,
PROD_0028,"Dell Logo T-Shirt - S Yellow","Show your pride with this comfortable Yellow Dell Logo T-Shirt. Made from premium cotton, it's perfect for everyday wear. Available in various sizes for a perfect fit.",in_stock,http://www.example.com/dell/t-shirt/PROD_0028,http://www.example.com/images/dell/t-shirt/PROD_0028.jpg,33.07 USD,yes,,TS-DEL-B1C64D3F,Dell,new,no,Yellow,S,female,kids
PROD_0029,"Philips LED Desk Lamp - Black - Dimmable","Illuminate your workspace with the Philips LED Desk Lamp. Featuring adjustable brightness, multiple light modes, and a modern Black design, it's perfect for reading, studying, or working. Energy-efficient and stylish.",in_stock,http://www.example.com/philips/desk_lamp/PROD_0029,http://www.example.com/images/philips/desk_lamp/PROD_0029.jpg,51.84 USD,yes,,DL-PHI-F8C40D4A,Philips,new,no,Black,One Size,unisex,
PROD_0030,"Microsoft Smart Speaker V4X with Voice Assistant","Experience crystal-clear sound and intelligent assistance with the Microsoft Smart Speaker V4X. Control your music, get answers, and manage your smart home with just your voice. A perfect blend of style and technology.",in_stock,http://www.example.com/microsoft/smart_speaker/PROD_0030,http://www.example.com/images/microsoft/smart_speaker/PROD_0030.jpg,88.75 USD,yes,707127110826,SS-MIC-76508CEE,Microsoft,new,no,Charcoal,One Size,unisex,
PROD_0031,"Adidas Smartwatch Series V1X - Silver Band","Stay connected and track your fitness with the Adidas Smartwatch Series V1X. Featuring health monitoring, notifications, and a stylish Silver band, it's the ultimate companion for a modern lifestyle.",in_stock,http://www.example.com/adidas/smartwatch/PROD_0031,http://www.example.com/images/adidas/smartwatch/PROD_0031.jpg,451.98 USD,yes,077054628464,SW-ADI-BB1A29D6,Adidas,new,no,Silver,One Size,male,adult
PROD_0032,"Nike Logo T-Shirt - L Blue","Show your pride with this comfortable Blue Nike Logo T-Shirt. Made from premium cotton, it's perfect for everyday wear. Available in various sizes for a perfect fit.",in_stock,http://www.example.com/nike/t-shirt/PROD_0032,http://www.example.com/images/nike/t-shirt/PROD_0032.jpg,33.37 USD,yes,,TS-NIK-D6F415CC,Nike,new,no,Blue,L,male,adult
PROD_0033,"Dyson Wireless Headphones - Red - Noise Cancelling","Immerse yourself in rich, dynamic sound with Dyson Wireless Headphones. Featuring active noise cancellation and a comfortable Red design, these headphones are perfect for travel, work, or leisure. Enjoy hours of listening on a single charge.",in_stock,http://www.example.com/dyson/wireless_headphones/PROD_0033,http://www.example.com/images/dyson/wireless_headphones/PROD_0033.jpg,347.01 USD,yes,440356597793,HP-DYS-FB23910F,Dyson,new,no,Red,One Size,unisex,
PROD_0034,"Amazon Everyday Backpack - Pink - Large","The Amazon Everyday Backpack offers ample storage and durable construction. Perfect for school, work, or travel, this Pink backpack features multiple compartments to keep your essentials organized. Comfortable straps ensure all-day wear.",in_stock,http://www.example.com/amazon/backpack/PROD_0034,http://www.example.com/images/amazon/backpack/PROD_0034.jpg,77.74 USD,yes,,BP-AMA-0534241B,Amazon,new,no,Pink,Large,female,kids
PROD_0035,"HP Logo Coffee Mug - Green","Enjoy your favorite beverage in this high-quality HP Logo Coffee Mug. Made from durable ceramic and featuring a vibrant Green finish, it's perfect for home or office. Dishwasher and microwave safe.",in_stock,http://www.example.com/hp/coffee_mug/PROD_0035,http://www.example.com/images/hp/coffee_mug/PROD_0035.jpg,21.82 USD,yes,,CM-HP--F9A265E9,HP,new,no,Green,One Size,unisex,
PROD_0036,"Apple Fitness Tracker V4X - Pink Band","Achieve your fitness goals with the Apple Fitness Tracker V4X. Monitor your heart rate, steps, sleep, and more with this sleek Pink device. Stay motivated and track your progress effortlessly.",in_stock,http://www.example.com/apple/fitness_tracker/PROD_0036,http://www.example.com/images/apple/fitness_tracker/PROD_0036.jpg,153.28 USD,yes,078310061214,FT-APP-237190F3,Apple,new,no,Pink,One Size,female,adult
PROD_0037,"Sony Gaming Mouse - Black - High Precision","Gain the edge in your games with the Sony Gaming Mouse. Featuring high-precision tracking, customizable buttons, and vibrant Black RGB lighting, it's designed for serious gamers.",in_stock,http://www.example.com/sony/gaming_mouse/PROD_0037,http://www.example.com/images/sony/gaming_mouse/PROD_0037.jpg,64.24 USD,yes,749007559253,GM-SON-10114757,Sony,new,no,Black,One Size,unisex,adult
PROD_0038,"Dell Laptop V1Pro Laptop - 15.6 inch - Space Grey","Powerful and sleek, the Dell V1Pro Laptop features a stunning 15.6 inch display and robust performance for all your computing needs. The elegant Space Grey finish makes it as stylish as it is functional.",in_stock,http://www.example.com/dell/laptop/PROD_0038,http://www.example.com/images/dell/laptop/PROD_0038.jpg,1447.23 USD,yes,567676717590,LT-DEL-26C78735,Dell,new,no,Space Grey,One Size,unisex,
PROD_0039,"Philips Smartwatch Series V4Pro - Black Band","Stay connected and track your fitness with the Philips Smartwatch Series V4Pro. Featuring health monitoring, notifications, and a stylish Black band, it's the ultimate companion for a modern lifestyle.",in_stock,http://www.example.com/philips/smartwatch/PROD_0039,http://www.example.com/images/philips/smartwatch/PROD_0039.jpg,412.33 USD,yes,986689531853,SW-PHI-48201C7F,Philips,new,no,Black,One Size,male,adult
PROD_0040,"Google Smart Speaker V5Pro with Voice Assistant","Experience crystal-clear sound and intelligent assistance with the Google Smart Speaker V5Pro. Control your music, get answers, and manage your smart home with just your voice. A perfect blend of style and technology.",in_stock,http://www.example.com/google/smart_speaker/PROD_0040,http://www.example.com/images/google/smart_speaker/PROD_0040.jpg,93.43 USD,yes,964645218768,SS-GOO-4A2D4023,Google,new,no,Charcoal,One Size,unisex,adult
PROD_0041,"Samsung Smart Speaker V3X with Voice Assistant","Experience crystal-clear sound and intelligent assistance with the Samsung Smart Speaker V3X. Control your music, get answers, and manage your smart home with just your voice. A perfect blend of style and technology.",in_stock,http://www.example.com/samsung/smart_speaker/PROD_0041,http://www.example.com/images/samsung/smart_speaker/PROD_0041.jpg,114.73 USD,yes,940738914041,SS-SAM-50798226,Samsung,new,no,Black,One Size,unisex,
PROD_0042,"IKEA Logo T-Shirt - XL Pink","Show your pride with this comfortable Pink IKEA Logo T-Shirt. Made from premium cotton, it's perfect for everyday wear. Available in various sizes for a perfect fit.",in_stock,http://www.example.com/ikea/t-shirt/PROD_0042,http://www.example.com/images/ikea/t-shirt/PROD_0042.jpg,35.13 USD,yes,249397651036,TS-IKE-EF0155F1,IKEA,new,no,Pink,XL,female,adult
PROD_0043,"Microsoft Wireless Headphones - Blue - Noise Cancelling","Immerse yourself in rich, dynamic sound with Microsoft Wireless Headphones. Featuring active noise cancellation and a comfortable Blue design, these headphones are perfect for travel, work, or leisure. Enjoy hours of listening on a single charge.",in_stock,http://www.example.com/microsoft/wireless_headphones/PROD_0043,http://www.example.com/images/microsoft/wireless_headphones/PROD_0043.jpg,292.08 USD,yes,222501069830,HP-MIC-6D7C8F22,Microsoft,new,no,Blue,One Size,unisex,
PROD_0044,"Adidas Gaming Mouse - White - High Precision","Gain the edge in your games with the Adidas Gaming Mouse. Featuring high-precision tracking, customizable buttons, and vibrant White RGB lighting, it's designed for serious gamers.",in_stock,http://www.example.com/adidas/gaming_mouse/PROD_0044,http://www.example.com/images/adidas/gaming_mouse/PROD_0044.jpg,50.18 USD,yes,,GM-ADI-AD53D525,Adidas,new,no,White,One Size,unisex,adult
PROD_0045,"Logitech Fitness Tracker V5X - Black Band","Achieve your fitness goals with the Logitech Fitness Tracker V5X. Monitor your heart rate, steps, sleep, and more with this sleek Black device. Stay motivated and track your progress effortlessly.",in_stock,http://www.example.com/logitech/fitness_tracker/PROD_0045,http://www.example.com/images/logitech/fitness_tracker/PROD_0045.jpg,120.73 USD,yes,440336215357,FT-LOG-C9914619,Logitech,new,no,Black,One Size,male,adult
PROD_0046,"Dell Everyday Backpack - Teal - Large","The Dell Everyday Backpack offers ample storage and durable construction. Perfect for school, work, or travel, this Teal backpack features multiple compartments to keep your essentials organized. Comfortable straps ensure all-day wear.",in_stock,http://www.example.com/dell/backpack/PROD_0046,http://www.example.com/images/dell/backpack/PROD_0046.jpg,103.11 USD,yes,,BP-DEL-53DFD3D6,Dell,new,no,Teal,Large,male,kids
PROD_0047,"Philips Logo Coffee Mug - Yellow","Enjoy your favorite beverage in this high-quality Philips Logo Coffee Mug. Made from durable ceramic and featuring a vibrant Yellow finish, it's perfect for home or office. Dishwasher and microwave safe.",in_stock,http://www.example.com/philips/coffee_mug/PROD_0047,http://www.example.com/images/philips/coffee_mug/PROD_0047.jpg,18.00 USD,yes,,CM-PHI-0B403164,Philips,new,no,Yellow,One Size,unisex,
PROD_0048,"Dyson LED Desk Lamp - White - Dimmable","Illuminate your workspace with the Dyson LED Desk Lamp. Featuring adjustable brightness, multiple light modes, and a modern White design, it's perfect for reading, studying, or working. Energy-efficient and stylish.",in_stock,http://www.example.com/dyson/desk_lamp/PROD_0048,http://www.example.com/images/dyson/desk_lamp/PROD_0048.jpg,57.17 USD,yes,,DL-DYS-1296CF13,Dyson,new,no,White,One Size,unisex,
PROD_0049,"Amazon Laptop V4Pro Laptop - 17.0 inch - Black","Powerful and sleek, the Amazon V4Pro Laptop features a stunning 17.0 inch display and robust performance for all your computing needs. The elegant Black finish makes it as stylish as it is functional.",in_stock,http://www.example.com/amazon/laptop/PROD_0049,http://www.example.com/images/amazon/laptop/PROD_0049.jpg,1925.10 USD,yes,707127110826,LT-AMA-CD70F16C,Amazon,new,no,Black,One Size,unisex,
PROD_0050,"Google Fitness Tracker V3X - Pink Band","Achieve your fitness goals with the Google Fitness Tracker V3X. Monitor your heart rate, steps, sleep, and more with this sleek Pink device. Stay motivated and track your progress effortlessly.",in_stock,http://www.example.com/google/fitness_tracker/PROD_0050,http://www.example.com/images/google/fitness_tracker/PROD_0050.jpg,122.99 USD,yes,236750002154,FT-GOO-E6B2005A,Google,new,no,Pink,One Size,female,adult
PROD_0051,"HP Smartwatch Series V4Pro - Black Band","Stay connected and track your fitness with the HP Smartwatch Series V4Pro. Featuring health monitoring, notifications, and a stylish Black band, it's the ultimate companion for a modern lifestyle.",in_stock,http://www.example.com/hp/smartwatch/PROD_0051,http://www.example.com/images/hp/smartwatch/PROD_0051.jpg,495.69 USD,yes,034720912177,SW-HP--E77074E4,HP,new,no,Black,One Size,male,adult
PROD_0052,"Sony Smart Speaker V1Max with Voice Assistant","Experience crystal-clear sound and intelligent assistance with the Sony Smart Speaker V1Max. Control your music, get answers, and manage your smart home with just your voice. A perfect blend of style and technology.",in_stock,http://www.example.com/sony/smart_speaker/PROD_0052,http://www.example.com/images/sony/smart_speaker/PROD_0052.jpg,105.10 USD,yes,378733230628,SS-SON-6F2275CB,Sony,new,no,Black,One Size,unisex,adult
PROD_0053,"Microsoft Logo T-Shirt - M Black","Show your pride with this comfortable Black Microsoft Logo T-Shirt. Made from premium cotton, it's perfect for everyday wear. Available in various sizes for a perfect fit.",in_stock,http://www.example.com/microsoft/t-shirt/PROD_0053,http://www.example.com/images/microsoft/t-shirt/PROD_0053.jpg,33.09 USD,yes,249397651036,TS-MIC-5481358F,Microsoft,new,no,Black,M,male,adult
PROD_0054,"Adidas Wireless Headphones - Rose Gold - Noise Cancelling","Immerse yourself in rich, dynamic sound with Adidas Wireless Headphones. Featuring active noise cancellation and a comfortable Rose Gold design, these headphones are perfect for travel, work, or leisure. Enjoy hours of listening on a single charge.",in_stock,http://www.example.com/adidas/wireless_headphones/PROD_0054,http://www.example.com/images/adidas/wireless_headphones/PROD_0054.jpg,344.13 USD,yes,440356597793,HP-ADI-3B1515E0,Adidas,new,no,Rose Gold,One Size,unisex,
PROD_0055,"Nike Gaming Mouse - Blue - High Precision","Gain the edge in your games with the Nike Gaming Mouse. Featuring high-precision tracking, customizable buttons, and vibrant Blue RGB lighting, it's designed for serious gamers.",in_stock,http://www.example.com/nike/gaming_mouse/PROD_0055,http://www.example.com/images/nike/gaming_mouse/PROD_0055.jpg,67.63 USD,yes,,GM-NIK-1F7F9336,Nike,new,no,Blue,One Size,unisex,adult
PROD_0056,"IKEA Everyday Backpack - Green - Standard","The IKEA Everyday Backpack offers ample storage and durable construction. Perfect for school, work, or travel, this Green backpack features multiple compartments to keep your essentials organized. Comfortable straps ensure all-day wear.",in_stock,http://www.example.com/ikea/backpack/PROD_0056,http://www.example.com/images/ikea/backpack/PROD_0056.jpg,98.66 USD,yes,687053075249,BP-IKE-4D55232A,IKEA,new,no,Green,Standard,male,adult
PROD_0057,"Dell Fitness Tracker V3X - Black Band","Achieve your fitness goals with the Dell Fitness Tracker V3X. Monitor your heart rate, steps, sleep, and more with this sleek Black device. Stay motivated and track your progress effortlessly.",in_stock,http://www.example.com/dell/fitness_tracker/PROD_0057,http://www.example.com/images/dell/fitness_tracker/PROD_0057.jpg,117.70 USD,yes,078310061214,FT-DEL-C91A0770,Dell,new,no,Black,One Size,male,adult
PROD_0058,"Philips Logo Coffee Mug - Red","Enjoy your favorite beverage in this high-quality Philips Logo Coffee Mug. Made from durable ceramic and featuring a vibrant Red finish, it's perfect for home or office. Dishwasher and microwave safe.",in_stock,http://www.example.com/philips/coffee_mug/PROD_0058,http://www.example.com/images/philips/coffee_mug/PROD_0058.jpg,20.01 USD,yes,,CM-PHI-1721539E,Philips,new,no,Red,One Size,unisex,
PROD_0059,"Amazon LED Desk Lamp - Black - Dimmable","Illuminate your workspace with the Amazon LED Desk Lamp. Featuring adjustable brightness, multiple light modes, and a modern Black design, it's perfect for reading, studying, or working. Energy-efficient and stylish.",in_stock,http://www.example.com/amazon/desk_lamp/PROD_0059,http://www.example.com/images/amazon/desk_lamp/PROD_0059.jpg,49.23 USD,yes,,DL-AMA-0534241B,Amazon,new,no,Black,One Size,unisex,
PROD_0060,"Google Smartwatch Series V4X - Gold Band","Stay connected and track your fitness with the Google Smartwatch Series V4X. Featuring health monitoring, notifications, and a stylish Gold band, it's the ultimate companion for a modern lifestyle.",in_stock,http://www.example.com/google/smartwatch/PROD_0060,http://www.example.com/images/google/smartwatch/PROD_0060.jpg,460.91 USD,yes,193575000215,SW-GOO-E3C67C6A,Google,new,no,Gold,One Size,unisex,adult
PROD_0061,"Samsung Gaming Mouse - Red - High Precision","Gain the edge in your games with the Samsung Gaming Mouse. Featuring high-precision tracking, customizable buttons, and vibrant Red RGB lighting, it's designed for serious gamers.",in_stock,http://www.example.com/samsung/gaming_mouse/PROD_0061,http://www.example.com/images/samsung/gaming_mouse/PROD_0061.jpg,57.17 USD,yes,937397754637,GM-SAM-6F2275CB,Samsung,new,no,Red,One Size,unisex,adult
PROD_0062,"Logitech Smart Speaker V2X with Voice Assistant","Experience crystal-clear sound and intelligent assistance with the Logitech Smart Speaker V2X. Control your music, get answers, and manage your smart home with just your voice. A perfect blend of style and technology.",in_stock,http://www.example.com/logitech/smart_speaker/PROD_0062,http://www.example.com/images/logitech/smart_speaker/PROD_0062.jpg,85.20 USD,yes,733796590299,SS-LOG-F91F2681,Logitech,new,no,Grey,One Size,unisex,adult
PROD_0063,"Dell Logo T-Shirt - XS White","Show your pride with this comfortable White Dell Logo T-Shirt. Made from premium cotton, it's perfect for everyday wear. Available in various sizes for a perfect fit.",in_stock,http://www.example.com/dell/t-shirt/PROD_0063,http://www.example.com/images/dell/t-shirt/PROD_0063.jpg,29.98 USD,yes,,TS-DEL-5544B34C,Dell,new,no,White,XS,unisex,adult
PROD_0064,"Philips Wireless Headphones - White - Noise Cancelling","Immerse yourself in rich, dynamic sound with Philips Wireless Headphones. Featuring active noise cancellation and a comfortable White design, these headphones are perfect for travel, work, or leisure. Enjoy hours of listening on a single charge.",in_stock,http://www.example.com/philips/wireless_headphones/PROD_0064,http://www.example.com/images/philips/wireless_headphones/PROD_0064.jpg,355.60 USD,yes,222501069830,HP-PHI-0B403164,Philips,new,no,White,One Size,unisex,
