id,title,description,availability,link,image link,price,identifier exists,gtin,mpn,brand,condition,adult,color,size,gender,age group
GGL-APRIN,"Google 'Chef' Apron","Cook up a storm in this durable and stylish apron.",in_stock,http://www.example.com/google_apron,http://www.example.com/google_apron.jpg,24.99 USD,yes,,GGL-APRIN,Google,new,no,Black,,unisex,
GGL-OVEN-MITT,"Google Oven Mitt","Protect your hands from the heat with this durable and stylish oven mitt.",in_stock,http://www.example.com/google_oven_mitt,http://www.example.com/google_oven_mitt.jpg,12.99 USD,yes,,GGL-OVEN-MITT,Google,new,no,Gray,,unisex,
GGL-TEA-TOWEL,"Google Tea Towel","A stylish and absorbent tea towel perfect for any kitchen.",in_stock,http://www.example.com/google_tea_towel,http://www.example.com/google_tea_towel.jpg,9.99 USD,yes,,GGL-TEA-TOWEL,Google,new,no,White,,unisex,
GGL-CHOP-BOARD,"Google Bamboo Cutting Board","A durable and sustainable bamboo cutting board, perfect for all your chopping needs.",in_stock,http://www.example.com/google_chopping_board,http://www.example.com/google_chopping_board.jpg,29.99 USD,yes,,GGL-CHOP-BOARD,Google,new,no,Natural,,unisex,
GGL-SPATULA-SET,"Google Silicone Spatula Set (3-pack)","A set of three durable and heat-resistant silicone spatulas.",in_stock,http://www.example.com/google_spatula_set,http://www.example.com/google_spatula_set.jpg,19.99 USD,yes,,GGL-SPATULA-SET,Google,new,no,Multi-color,,unisex,
GGL-WHISK,"Google Stainless Steel Whisk","A durable and reliable stainless steel whisk, perfect for all your baking needs.",in_stock,http://www.example.com/google_whisk,http://www.example.com/google_whisk.jpg,9.99 USD,yes,,GGL-WHISK,Google,new,no,Silver,,unisex,
GGL-MEASURING-CUPS,"Google Measuring Cups (4-piece set)","A set of four durable and accurate measuring cups.",in_stock,http://www.example.com/google_measuring_cups,http://www.example.com/google_measuring_cups.jpg,14.99 USD,yes,,GGL-MEASURING-CUPS,Google,new,no,Multi-color,,unisex,
GGL-MEASURING-SPOONS,"Google Measuring Spoons (5-piece set)","A set of five durable and accurate measuring spoons.",in_stock,http://www.example.com/google_measuring_spoons,http://www.example.com/google_measuring_spoons.jpg,9.99 USD,yes,,GGL-MEASURING-SPOONS,Google,new,no,Multi-color,,unisex,
GGL-COOKIE-CUTTERS,"Google Holiday Cookie Cutters (5-piece set)","A set of five fun and festive holiday-themed cookie cutters.",in_stock,http://www.example.com/google_cookie_cutters,http://www.example.com/google_cookie_cutters.jpg,12.99 USD,yes,,GGL-COOKIE-CUTTERS,Google,new,no,Multi-color,,unisex,
GGL-ICE-CUBE-TRAY,"Google Silicone Ice Cube Tray","A flexible and durable silicone ice cube tray that makes perfectly shaped ice cubes.",in_stock,http://www.example.com/google_ice_cube_tray,http://www.example.com/google_ice_cube_tray.jpg,9.99 USD,yes,,GGL-ICE-CUBE-TRAY,Google,new,no,Blue,,unisex,
GGL-BOTTLE-OPENER,"Google Bottle Opener","A durable and stylish bottle opener.",in_stock,http://www.example.com/google_bottle_opener,http://www.example.com/google_bottle_opener.jpg,7.99 USD,yes,,GGL-BOTTLE-OPENER,Google,new,no,Silver,,unisex,
GGL-WINE-STOPPER,"Google Wine Stopper","A stylish and effective wine stopper to keep your wine fresh.",in_stock,http://www.example.com/google_wine_stopper,http://www.example.com/google_wine_stopper.jpg,9.99 USD,yes,,GGL-WINE-STOPPER,Google,new,no,Silver,,unisex,
GGL-PICNIC-BLANKET,"Google Picnic Blanket","A large and comfortable picnic blanket with a waterproof backing.",in_stock,http://www.example.com/google_picnic_blanket,http://www.example.com/google_picnic_blanket.jpg,39.99 USD,yes,,GGL-PICNIC-BLANKET,Google,new,no,Multi-color,,unisex,
GGL-COOLER-BAG,"Google Cooler Bag","Keep your drinks and snacks cool on the go with this spacious and insulated cooler bag.",in_stock,http://www.example.com/google_cooler_bag,http://www.example.com/google_cooler_bag.jpg,29.99 USD,yes,,GGL-COOLER-BAG,Google,new,no,Blue,,unisex,
GGL-CAMPING-CHAIR,"Google Camping Chair","A comfortable and portable camping chair, perfect for outdoor adventures.",in_stock,http://www.example.com/google_camping_chair,http://www.example.com/google_camping_chair.jpg,34.99 USD,yes,,GGL-CAMPING-CHAIR,Google,new,no,Black,,unisex,
GGL-HAMMOCK,"Google Hammock","Relax and unwind in this comfortable and durable hammock.",in_stock,http://www.example.com/google_hammock,http://www.example.com/google_hammock.jpg,49.99 USD,yes,,GGL-HAMMOCK,Google,new,no,Green,,unisex,
GGL-FLASHLIGHT,"Google LED Flashlight","A bright and reliable LED flashlight, perfect for emergencies or outdoor adventures.",in_stock,http://www.example.com/google_flashlight,http://www.example.com/google_flashlight.jpg,19.99 USD,yes,,GGL-FLASHLIGHT,Google,new,no,Black,,unisex,
GGL-MULTI-TOOL,"Google Multi-Tool","A compact and versatile multi-tool with a variety of useful functions.",in_stock,http://www.example.com/google_multi_tool,http://www.example.com/google_multi_tool.jpg,24.99 USD,yes,,GGL-MULTI-TOOL,Google,new,no,Silver,,unisex,
GGL-FIRST-AID-KIT,"Google First Aid Kit","A compact and comprehensive first aid kit, perfect for your car or backpack.",in_stock,http://www.example.com/google_first_aid_kit,http://www.example.com/google_first_aid_kit.jpg,19.99 USD,yes,,GGL-FIRST-AID-KIT,Google,new,no,Red,,unisex,
GGL-JUMP-ROPE,"Google Jump Rope","A durable and adjustable jump rope, perfect for a great cardio workout.",in_stock,http://www.example.com/google_jump_rope,http://www.example.com/google_jump_rope.jpg,14.99 USD,yes,,GGL-JUMP-ROPE,Google,new,no,Black,,unisex,
GGL-RESISTANCE-BANDS,"Google Resistance Bands (Set of 3)","A set of three resistance bands with varying levels of resistance, perfect for a full-body workout.",in_stock,http://www.example.com/google_resistance_bands,http://www.example.com/google_resistance_bands.jpg,19.99 USD,yes,,GGL-RESISTANCE-BANDS,Google,new,no,Multi-color,,unisex,
GGL-FOAM-ROLLER,"Google Foam Roller","A durable and effective foam roller, perfect for muscle recovery and deep tissue massage.",in_stock,http://www.example.com/google_foam_roller,http://www.example.com/google_foam_roller.jpg,24.99 USD,yes,,GGL-FOAM-ROLLER,Google,new,no,Blue,,unisex,
GGL-YOGA-BLOCK,"Google Yoga Block","A lightweight and supportive yoga block to help you deepen your stretches and improve your alignment.",in_stock,http://www.example.com/google_yoga_block,http://www.example.com/google_yoga_block.jpg,12.99 USD,yes,,GGL-YOGA-BLOCK,Google,new,no,Gray,,unisex,
GGL-MEDITATION-CUSHION,"Google Meditation Cushion","A comfortable and supportive meditation cushion to help you find your inner peace.",in_stock,http://www.example.com/google_meditation_cushion,http://www.example.com/google_meditation_cushion.jpg,29.99 USD,yes,,GGL-MEDITATION-CUSHION,Google,new,no,Black,,unisex,
GGL-ESSENTIAL-OIL-DIFFUSER,"Google Essential Oil Diffuser","Create a calming and relaxing atmosphere with this ultrasonic essential oil diffuser.",in_stock,http://www.example.com/google_essential_oil_diffuser,http://www.example.com/google_essential_oil_diffuser.jpg,34.99 USD,yes,,GGL-ESSENTIAL-OIL-DIFFUSER,Google,new,no,White,,unisex,
GGL-SLEEP-MASK,"Google Silk Sleep Mask","Block out the light and get a better night's sleep with this luxurious silk sleep mask.",in_stock,http://www.example.com/google_sleep_mask,http://www.example.com/google_sleep_mask.jpg,14.99 USD,yes,,GGL-SLEEP-MASK,Google,new,no,Black,,unisex,
GGL-EAR-PLUGS,"Google Noise-Cancelling Ear Plugs","Block out unwanted noise and get some peace and quiet with these comfortable and effective ear plugs.",in_stock,http://www.example.com/google_ear_plugs,http://www.example.com/google_ear_plugs.jpg,9.99 USD,yes,,GGL-EAR-PLUGS,Google,new,no,Blue,,unisex,
GGL-NECK-PILLOW,"Google Travel Neck Pillow","A comfortable and supportive neck pillow, perfect for long journeys.",in_stock,http://www.example.com/google_neck_pillow,http://www.example.com/google_neck_pillow.jpg,19.99 USD,yes,,GGL-NECK-PILLOW,Google,new,no,Gray,,unisex,
GGL-LUGGAGE-TAG,"Google Luggage Tag","A durable and stylish luggage tag to help you identify your bags.",in_stock,http://www.example.com/google_luggage_tag,http://www.example.com/google_luggage_tag.jpg,7.99 USD,yes,,GGL-LUGGAGE-TAG,Google,new,no,Blue,,unisex,
GGL-PASSPORT-HOLDER,"Google Passport Holder","A stylish and secure passport holder to protect your most important travel document.",in_stock,http://www.example.com/google_passport_holder,http://www.example.com/google_passport_holder.jpg,14.99 USD,yes,,GGL-PASSPORT-HOLDER,Google,new,no,Black,,unisex,
GGL-MONEY-CLIP,"Google Money Clip","A sleek and minimalist money clip to keep your cash and cards organized.",in_stock,http://www.example.com/google_money_clip,http://www.example.com/google_money_clip.jpg,12.99 USD,yes,,GGL-MONEY-CLIP,Google,new,no,Silver,,unisex,
GGL-WALLET,"Google Leather Wallet","A classic and stylish leather wallet with multiple card slots and a bill compartment.",in_stock,http://www.example.com/google_wallet,http://www.example.com/google_wallet.jpg,29.99 USD,yes,,GGL-WALLET,Google,new,no,Brown,,unisex,
GGL-BELT,"Google Reversible Leather Belt","A versatile and stylish reversible leather belt.",in_stock,http://www.example.com/google_belt,http://www.example.com/google_belt.jpg,24.99 USD,yes,,GGL-BELT,Google,new,no,Black/Brown,,unisex,
GGL-TIE,"Google Silk Tie","A stylish and elegant silk tie with a subtle Google logo pattern.",in_stock,http://www.example.com/google_tie,http://www.example.com/google_tie.jpg,19.99 USD,yes,,GGL-TIE,Google,new,no,Blue,,unisex,
GGL-CUFFLINKS,"Google Cufflinks","A pair of stylish and sophisticated cufflinks with the Google logo.",in_stock,http://www.example.com/google_cufflinks,http://www.example.com/google_cufflinks.jpg,24.99 USD,yes,,GGL-CUFFLINKS,Google,new,no,Silver,,unisex,
GGL-WATCH,"Google Classic Wristwatch","A timeless and elegant wristwatch with a minimalist design.",in_stock,http://www.example.com/google_watch,http://www.example.com/google_watch.jpg,49.99 USD,yes,,GGL-WATCH,Google,new,no,Silver,,unisex,
GGL-POCKET-WATCH,"Google Pocket Watch","A classic and sophisticated pocket watch with a vintage design.",in_stock,http://www.example.com/google_pocket_watch,http://www.example.com/google_pocket_watch.jpg,39.99 USD,yes,,GGL-POCKET-WATCH,Google,new,no,Silver,,unisex,
GGL-FOUNTAIN-PEN,"Google Fountain Pen","A classic and elegant fountain pen for a smooth and luxurious writing experience.",in_stock,http://www.example.com/google_fountain_pen,http://www.example.com/google_fountain_pen.jpg,29.99 USD,yes,,GGL-FOUNTAIN-PEN,Google,new,no,Black,,unisex,
GGL-CALLIGRAPHY-SET,"Google Calligraphy Set","A complete calligraphy set for beginners and enthusiasts.",in_stock,http://www.example.com/google_calligraphy_set,http://www.example.com/google_calligraphy_set.jpg,34.99 USD,yes,,GGL-CALLIGRAPHY-SET,Google,new,no,Multi-color,,unisex,
GGL-WATERCOLOR-SET,"Google Watercolor Paint Set","A high-quality watercolor paint set for artists of all levels.",in_stock,http://www.example.com/google_watercolor_set,http://www.example.com/google_watercolor_set.jpg,24.99 USD,yes,,GGL-WATERCOLOR-SET,Google,new,no,Multi-color,,unisex,
GGL-SKETCHBOOK,"Google Hardcover Sketchbook","A high-quality hardcover sketchbook with thick, acid-free paper, perfect for all your creative ideas.",in_stock,http://www.example.com/google_sketchbook,http://www.example.com/google_sketchbook.jpg,19.99 USD,yes,,GGL-SKETCHBOOK,Google,new,no,Black,,unisex,
GGL-CHESS-SET,"Google Wooden Chess Set","A beautiful and classic wooden chess set for players of all levels.",in_stock,http://www.example.com/google_chess_set,http://www.example.com/google_chess_set.jpg,49.99 USD,yes,,GGL-CHESS-SET,Google,new,no,Brown,,unisex,
GGL-CHECKERS-SET,"Google Wooden Checkers Set","A classic and fun wooden checkers set for all ages.",in_stock,http://www.example.com/google_checkers_set,http://www.example.com/google_checkers_set.jpg,24.99 USD,yes,,GGL-CHECKERS-SET,Google,new,no,Brown,,unisex,
GGL-BACKGAMMON-SET,"Google Wooden Backgammon Set","A beautiful and classic wooden backgammon set.",in_stock,http://www.example.com/google_backgammon_set,http://www.example.com/google_backgammon_set.jpg,39.99 USD,yes,,GGL-BACKGAMMON-SET,Google,new,no,Brown,,unisex,
GGL-DOMINOES-SET,"Google Dominoes Set","A classic set of dominoes for hours of fun.",in_stock,http://www.example.com/google_dominoes_set,http://www.example.com/google_dominoes_set.jpg,19.99 USD,yes,,GGL-DOMINOES-SET,Google,new,no,White,,unisex,
